#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
3	NC_032091.1	1428461	1429165	-	3642239	-	CAALFM_C306270CA	XP_716070.1	234	hypothetical protein CAALFM_C306270CA
3	NC_032091.1	1429597	1430595	+	3642238	-	CAALFM_C306280WA	XP_716069.1	332	L-serine/L-threonine ammonia-lyase
3	NC_032091.1	1431324	1433579	+	3642237	-	CAALFM_C306290WA	XP_716068.1	751	hypothetical protein CAALFM_C306290WA
3	NC_032091.1	1434184	1438215	+	3642236	DOT1	CAALFM_C306300WA	XP_716067.1	1343	histone methyltransferase
3	NC_032091.1	1438401	1441571	-	3642235	ISW2	CAALFM_C306310CA	XP_716066.1	1056	DNA translocase
3	NC_032091.1	1446503	1451209	+	3642234	ALS7	CAALFM_C306320WA	XP_716065.2	1568	Als7p
3	NC_032091.1	1452363	1452953	+	30515214	TSA1B	CAALFM_C306330WA	XP_019330878.1	196	Tsa1bp
3	NC_032091.1	1453205	1453747	+	3642271	HNT2	CAALFM_C306340WA	XP_716084.1	180	bis(5\'-adenosyl)-triphosphatase
3	NC_032091.1	1453866	1454657	+	30515215	-	CAALFM_C306350WA	XP_019330879.1	263	mediator complex subunit
3	NC_032091.1	1454762	1455369	-	3642257	CYP5	CAALFM_C306360CA	XP_716086.2	202	peptidylprolyl isomerase family protein, partial
3	NC_032091.1	1455629	1456801	-	3642258	-	CAALFM_C306370CA	XP_716087.1	390	hypothetical protein CAALFM_C306370CA
3	NC_032091.1	1456914	1457699	+	3642259	NSA2	CAALFM_C306380WA	XP_716088.1	261	rRNA-processing protein
3	NC_032091.1	1457202	1457699	+	30515216	-	CAALFM_C306390WA	XP_019330880.1	165	hypothetical protein CAALFM_C306390WA, partial
3	NC_032091.1	1457924	1458991	-	3642260	-	CAALFM_C306400CA	XP_716089.2	355	uracil-DNA glycosylase
3	NC_032091.1	1459414	1460436	-	3642261	-	CAALFM_C306410CA	XP_716090.1	340	dolichyl-diphosphooligosaccharide--protein glycotransferase
3	NC_032091.1	1460652	1461866	-	3642262	-	CAALFM_C306420CA	XP_716091.1	404	hypothetical protein CAALFM_C306420CA
3	NC_032091.1	1462286	1463470	+	3642263	APN1	CAALFM_C306430WA	XP_019330881.1	364	DNA-(apurinic or apyrimidinic site) lyase
3	NC_032091.1	1463534	1466824	+	3642281	-	CAALFM_C306440WA	XP_716094.1	1096	FG-nucleoporin
3	NC_032091.1	1467909	1468994	+	3642282	GLG2	CAALFM_C306450WA	XP_716095.1	361	Glg2p
3	NC_032091.1	1477198	1479036	+	3642284	AAF1	CAALFM_C306470WA	XP_716097.1	612	Aaf1p
3	NC_032091.1	1479207	1479679	-	30515218	ECM15	CAALFM_C306480CA	XP_019330882.1	112	Ecm15p
3	NC_032091.1	1481888	1482811	+	3642285	-	CAALFM_C306490WA	XP_716098.1	307	acetyltransferase
3	NC_032091.1	1483052	1486117	+	3642286	UBA1	CAALFM_C306500WA	XP_716099.1	1021	E1 ubiquitin-activating protein
3	NC_032091.1	1486242	1490213	-	3642288	HST6	CAALFM_C306510CA	XP_716101.1	1323	ATP-binding cassette alpha-factor transporter
3	NC_032091.1	1490884	1491810	-	3642289	-	CAALFM_C306520CA	XP_716102.1	308	hypothetical protein CAALFM_C306520CA
3	NC_032091.1	1492058	1492954	+	3642273	-	CAALFM_C306530WA	XP_716103.1	298	hypothetical protein CAALFM_C306530WA
3	NC_032091.1	1492993	1493760	-	3642274	-	CAALFM_C306540CA	XP_716104.1	255	hypothetical protein CAALFM_C306540CA
3	NC_032091.1	1493769	1494794	-	3642275	-	CAALFM_C306550CA	XP_716105.1	341	TFIIH complex subunit
3	NC_032091.1	1496301	1497788	+	3642276	-	CAALFM_C306560WA	XP_716106.1	495	glucose-induced degradation complex subunit
3	NC_032091.1	1498396	1499073	-	3642277	OPI3	CAALFM_C306570CA	XP_716107.1	225	bifunctional phosphatidyl-N-methylethanolamine N-methyltransferase/phosphatidyl-N-dimethylethanolamine N-methyltransferase
3	NC_032091.1	1501918	1503543	+	3642278	JEN1	CAALFM_C306580WA	XP_716108.1	541	Jen1p
3	NC_032091.1	1504006	1505340	+	3642279	LYS9	CAALFM_C306590WA	XP_716109.1	444	saccharopine dehydrogenase (NADP+, L-glutamate-forming)
3	NC_032091.1	1505399	1507120	-	3642280	-	CAALFM_C306600CA	XP_716110.1	573	hypothetical protein CAALFM_C306600CA
3	NC_032091.1	1508187	1509278	+	3642248	-	CAALFM_C306610WA	XP_716111.1	363	hypothetical protein CAALFM_C306610WA
3	NC_032091.1	1510924	1514895	+	3642249	FUN31	CAALFM_C306620WA	XP_716112.1	1323	serine/threonine protein kinase
3	NC_032091.1	1515330	1517540	+	3642250	-	CAALFM_C306630WA	XP_716113.2	736	hypothetical protein CAALFM_C306630WA
3	NC_032091.1	1517766	1518587	+	3642251	-	CAALFM_C306640WA	XP_716114.1	273	hypothetical protein CAALFM_C306640WA
3	NC_032091.1	1518671	1520230	-	3642252	TAF60	CAALFM_C306650CA	XP_716115.1	519	Taf60p
3	NC_032091.1	1520428	1521507	-	3642253	-	CAALFM_C306660CA	XP_716116.1	359	hypothetical protein CAALFM_C306660CA
3	NC_032091.1	1523520	1524584	-	3642254	-	CAALFM_C306670CA	XP_716117.1	354	hypothetical protein CAALFM_C306670CA
3	NC_032091.1	1525242	1526126	-	3642255	-	CAALFM_C306680CA	XP_716118.1	294	hypothetical protein CAALFM_C306680CA
3	NC_032091.1	1526530	1526895	-	3642256	-	CAALFM_C306690CA	XP_716119.1	121	hypothetical protein CAALFM_C306690CA
3	NC_032091.1	1527476	1529317	-	3642247	-	CAALFM_C306700CA	XP_716120.1	613	hypothetical protein CAALFM_C306700CA
3	NC_032091.1	1533041	1535032	+	3638448	-	CAALFM_C306710WA	XP_719924.2	663	hypothetical protein CAALFM_C306710WA
3	NC_032091.1	1535326	1537980	+	3638447	PRP5	CAALFM_C306720WA	XP_719923.1	884	DEAD-box RNA helicase
3	NC_032091.1	1538299	1539096	+	3638504	-	CAALFM_C306730WA	XP_719922.1	265	hypothetical protein CAALFM_C306730WA
3	NC_032091.1	1539368	1541332	+	3638503	-	CAALFM_C306740WA	XP_719921.1	654	hypothetical protein CAALFM_C306740WA
3	NC_032091.1	1541633	1541839	+	30515219	-	CAALFM_C306750WA	XP_019330883.1	68	translocon subunit
3	NC_032091.1	1542502	1543329	+	3638502	-	CAALFM_C306760WA	XP_719920.2	275	hypothetical protein CAALFM_C306760WA
3	NC_032091.1	1543770	1544822	+	3638501	SLU7	CAALFM_C306770WA	XP_719919.1	350	mRNA splicing protein
3	NC_032091.1	1544843	1546036	-	3638500	SLF1	CAALFM_C306780CA	XP_719918.1	397	Slf1p
3	NC_032091.1	1548990	1550393	+	3638499	TRY6	CAALFM_C306790WA	XP_719917.1	467	Try6p
3	NC_032091.1	1550697	1551773	-	3638497	-	CAALFM_C306800CA	XP_019330884.1	296	NEDD8 ligase
3	NC_032091.1	1552208	1554631	+	3638545	-	CAALFM_C306810WA	XP_719914.1	807	anaphase promoting complex subunit 2
3	NC_032091.1	1554678	1556225	-	3638544	-	CAALFM_C306820CA	XP_719913.1	515	hypothetical protein CAALFM_C306820CA
3	NC_032091.1	1556453	1560565	-	3638543	-	CAALFM_C306830CA	XP_719912.1	1370	putative helicase
3	NC_032091.1	1568451	1570004	+	3638542	FCR1	CAALFM_C306850WA	XP_719911.1	517	Fcr1p
3	NC_032091.1	1572462	1573310	-	3638541	-	CAALFM_C306860CA	XP_719910.1	282	aldo-keto reductase superfamily protein
3	NC_032091.1	1574865	1575872	+	3638540	TDH3	CAALFM_C306870WA	XP_719909.1	335	glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)
3	NC_032091.1	1576153	1576956	+	3638539	-	CAALFM_C306880WA	XP_719908.1	267	hypothetical protein CAALFM_C306880WA
3	NC_032091.1	1577290	1579599	+	3638538	PMT2	CAALFM_C306890WA	XP_719907.1	769	dolichyl-phosphate-mannose-protein mannosyltransferase
3	NC_032091.1	1580008	1580706	+	3638513	ISA2	CAALFM_C306900WA	XP_719906.1	232	Isa2p
3	NC_032091.1	1580822	1582753	-	3638512	TPD3	CAALFM_C306910CA	XP_719905.1	643	protein phosphatase 2A structural subunit
3	NC_032091.1	1584075	1585043	+	3638511	-	CAALFM_C306920WA	XP_719904.1	322	putative phosphomutase
3	NC_032091.1	1585276	1587105	+	3638509	-	CAALFM_C306940WA	XP_719902.1	609	hypothetical protein CAALFM_C306940WA
3	NC_032091.1	1591959	1594790	+	3638507	-	CAALFM_C306950WA	XP_719900.1	943	hypothetical protein CAALFM_C306950WA
3	NC_032091.1	1595830	1597650	+	3638506	-	CAALFM_C306970WA	XP_719899.1	606	signal recognition particle subunit
3	NC_032091.1	1597909	1599021	+	3638505	HUT1	CAALFM_C306980WA	XP_719898.1	370	Hut1p
3	NC_032091.1	1599406	1600539	+	3638521	-	CAALFM_C306990WA	XP_719897.2	377	palmitoyltransferase
3	NC_032091.1	1600835	1602568	+	3638520	RPD31	CAALFM_C307000WA	XP_719896.1	577	histone deacetylase
3	NC_032091.1	1603060	1604628	+	3638519	POS5	CAALFM_C307010WA	XP_719895.1	522	NADH kinase
3	NC_032091.1	1607932	1611174	+	3638518	SSN6	CAALFM_C307020WA	XP_719894.1	1080	transcription regulator
3	NC_032091.1	1611520	1614048	-	3638517	-	CAALFM_C307030CA	XP_719893.1	842	hypothetical protein CAALFM_C307030CA
3	NC_032091.1	1614394	1615095	-	3638516	YSA1	CAALFM_C307040CA	XP_719892.1	233	ADP-ribose diphosphatase
3	NC_032091.1	1615420	1615779	+	3638515	-	CAALFM_C307050WA	XP_719891.1	119	hypothetical protein CAALFM_C307050WA
3	NC_032091.1	1616538	1617209	+	3638514	FESUR1	CAALFM_C307060WA	XP_719890.1	223	Fesur1p
3	NC_032091.1	1617559	1618656	-	3638446	-	CAALFM_C307070CA	XP_719889.1	365	hypothetical protein CAALFM_C307070CA
3	NC_032091.1	1620223	1621497	+	3638445	RRD1	CAALFM_C307080WA	XP_719888.1	424	peptidylprolyl isomerase
3	NC_032091.1	1622261	1622671	+	3638444	HHT1	CAALFM_C307090WA	XP_719887.1	136	Hht1p
3	NC_032091.1	1623757	1626420	-	3638443	-	CAALFM_C307100CA	XP_719886.1	887	hypothetical protein CAALFM_C307100CA
3	NC_032091.1	1628166	1631963	+	3638442	-	CAALFM_C307110WA	XP_719885.1	1265	hypothetical protein CAALFM_C307110WA
3	NC_032091.1	1632270	1633007	+	3638441	-	CAALFM_C307120WA	XP_719884.1	245	hypothetical protein CAALFM_C307120WA
3	NC_032091.1	1633324	1633997	+	3638440	-	CAALFM_C307130WA	XP_019330885.1	137	cornichon family protein
3	NC_032091.1	1634324	1636125	-	3638439	-	CAALFM_C307140CA	XP_019330886.1	577	hypothetical protein CAALFM_C307140CA
3	NC_032091.1	1636561	1636992	-	3638438	RPS12	CAALFM_C307150CA	XP_719881.1	143	ribosomal 40S subunit protein S12
3	NC_032091.1	1637897	1639189	+	3638537	PGA32	CAALFM_C307160WA	XP_719880.1	430	Pga32p
3	NC_032091.1	1639579	1641591	-	3638536	-	CAALFM_C307170CA	XP_719879.1	670	GTPase-activating protein
3	NC_032091.1	1643662	1645716	-	3638535	BMT1	CAALFM_C307180CA	XP_719878.1	684	Bmt1p
3	NC_032091.1	1649675	1651255	-	3638534	ZFU2	CAALFM_C307200CA	XP_019330887.1	472	Zfu2p
3	NC_032091.1	1652454	1653311	+	3638533	MET8	CAALFM_C307210WA	XP_719876.1	285	bifunctional precorrin-2 dehydrogenase/sirohydrochlorin ferrochelatase
3	NC_032091.1	1653321	1654661	-	3638532	PRO2	CAALFM_C307220CA	XP_719875.1	446	glutamate-5-semialdehyde dehydrogenase
3	NC_032091.1	1655226	1659188	+	3638531	-	CAALFM_C307230WA	XP_719874.1	1320	aminophospholipid-translocating P4-type ATPase
3	NC_032091.1	1660226	1660924	+	3638530	-	CAALFM_C307240WA	XP_719873.1	232	hypothetical protein CAALFM_C307240WA
3	NC_032091.1	1661263	1662765	+	3638437	GCD2	CAALFM_C307250WA	XP_719872.1	500	translation initiation factor eIF2B subunit delta
3	NC_032091.1	1662823	1668402	-	3638433	ECM29	CAALFM_C307260CA	XP_719868.2	1859	Ecm29p
3	NC_032091.1	1668585	1669274	-	3638432	UBI4	CAALFM_C307270CA	XP_719867.1	229	ubiquitin
3	NC_032091.1	1670305	1671261	-	3638431	-	CAALFM_C307280CA	XP_719866.1	318	hypothetical protein CAALFM_C307280CA
3	NC_032091.1	1673212	1675362	+	3638430	-	CAALFM_C307290WA	XP_719865.1	716	hypothetical protein CAALFM_C307290WA
3	NC_032091.1	1675626	1676816	+	3638469	NOP13	CAALFM_C307300WA	XP_719862.1	396	Nop13p
3	NC_032091.1	1677116	1680709	-	3638466	SLK19	CAALFM_C307310CA	XP_719859.1	1197	Slk19p
3	NC_032091.1	1682965	1687116	+	3638464	MDS3	CAALFM_C307320WA	XP_719857.2	1383	Mds3p
3	NC_032091.1	1687597	1688466	+	3638478	-	CAALFM_C307330WA	XP_719855.1	289	hypothetical protein CAALFM_C307330WA
3	NC_032091.1	1688903	1689790	+	3638477	GCY1	CAALFM_C307340WA	XP_719854.1	295	glycerol 2-dehydrogenase (NADP(+))
3	NC_032091.1	1690050	1690943	+	3638476	-	CAALFM_C307350WA	XP_719853.1	297	hypothetical protein CAALFM_C307350WA
3	NC_032091.1	1691219	1692820	+	3638475	DLD2	CAALFM_C307360WA	XP_719852.1	533	D-lactate dehydrogenase
3	NC_032091.1	1693663	1694244	+	3638474	-	CAALFM_C307370WA	XP_719851.1	193	hypothetical protein CAALFM_C307370WA
3	NC_032091.1	1694611	1695268	+	3638473	-	CAALFM_C307380WA	XP_019330888.1	192	hypothetical protein CAALFM_C307380WA
3	NC_032091.1	1695339	1696043	-	3638472	-	CAALFM_C307390CA	XP_719849.1	234	mitochondrial 37S ribosomal protein RSM10
3	NC_032091.1	1696236	1697117	+	3638471	-	CAALFM_C307400WA	XP_719848.1	293	tRNA methyltransferase
3	NC_032091.1	1697167	1698951	-	3638486	KRS1	CAALFM_C307410CA	XP_719846.1	594	lysine--tRNA ligase
3	NC_032091.1	1699250	1700236	+	3638485	-	CAALFM_C307420WA	XP_719845.1	328	hypothetical protein CAALFM_C307420WA
3	NC_032091.1	1700498	1701494	+	3638484	-	CAALFM_C307430WA	XP_019330889.1	309	acid phosphatase
3	NC_032091.1	1701963	1702709	+	3638482	TPI1	CAALFM_C307440WA	XP_719842.1	248	triose-phosphate isomerase
3	NC_032091.1	1702725	1703696	-	3638481	-	CAALFM_C307450CA	XP_719841.1	323	putative endodeoxyribonuclease
3	NC_032091.1	1704278	1706584	+	3638480	-	CAALFM_C307460WA	XP_719840.1	768	protein serine/threonine phosphatase
3	NC_032091.1	1707692	1708939	+	3638479	-	CAALFM_C307470WA	XP_719839.2	415	hypothetical protein CAALFM_C307470WA
3	NC_032091.1	1709297	1710637	+	3638529	-	CAALFM_C307480WA	XP_719838.1	446	E3 ubiquitin-protein ligase
3	NC_032091.1	1710784	1712634	+	3638528	-	CAALFM_C307490WA	XP_719837.1	616	phosphoribomutase
3	NC_032091.1	1713090	1714644	+	3638527	VAN1	CAALFM_C307500WA	XP_019330890.1	486	Van1p
3	NC_032091.1	1715989	1716855	-	3638526	-	CAALFM_C307540CA	XP_719835.1	288	hypothetical protein CAALFM_C307540CA
3	NC_032091.1	1719339	1721228	-	3638525	-	CAALFM_C307550CA	XP_719834.1	629	hypothetical protein CAALFM_C307550CA
3	NC_032091.1	1729949	1732195	+	3638524	TCC1	CAALFM_C307560WA	XP_719833.2	748	Tcc1p
3	NC_032091.1	1732312	1733178	-	3638522	-	CAALFM_C307570CA	XP_719831.2	288	hypothetical protein CAALFM_C307570CA
3	NC_032091.1	1733433	1733702	+	30515225	-	CAALFM_C307580WA	XP_019330891.1	89	hypothetical protein CAALFM_C307580WA
3	NC_032091.1	1733947	1734279	+	3638496	-	CAALFM_C307590WA	XP_719830.1	110	hypothetical protein CAALFM_C307590WA
3	NC_032091.1	1734635	1735285	+	3638495	-	CAALFM_C307600WA	XP_719829.1	216	hypothetical protein CAALFM_C307600WA
3	NC_032091.1	1735459	1739046	+	3638494	TIP120	CAALFM_C307610WA	XP_719828.2	1195	Tip120p
3	NC_032091.1	1739081	1740394	-	3638492	RIT1	CAALFM_C307620CA	XP_719826.1	437	tRNA A64-2\'-O-ribosylphosphate transferase
3	NC_032091.1	1740463	1741461	-	3638491	-	CAALFM_C307630CA	XP_719825.1	332	hypothetical protein CAALFM_C307630CA
3	NC_032091.1	1741637	1743169	-	3638489	FUM12	CAALFM_C307640CA	XP_719823.2	510	Fum12p
3	NC_032091.1	1743425	1745305	-	3638488	-	CAALFM_C307650CA	XP_719822.2	626	hypothetical protein CAALFM_C307650CA
3	NC_032091.1	1745619	1747748	+	3638462	-	CAALFM_C307660WA	XP_719821.1	709	hypothetical protein CAALFM_C307660WA
3	NC_032091.1	1748233	1748973	+	3638460	-	CAALFM_C307670WA	XP_719819.1	246	hypothetical protein CAALFM_C307670WA
3	NC_032091.1	1749088	1753920	+	3638459	-	CAALFM_C307680WA	XP_019330892.1	1591	hypothetical protein CAALFM_C307680WA
3	NC_032091.1	1753937	1754744	-	3638458	-	CAALFM_C307690CA	XP_019330893.1	250	hypothetical protein CAALFM_C307690CA
3	NC_032091.1	1754845	1755624	+	3638457	-	CAALFM_C307700WA	XP_719816.1	259	putative serine hydrolase
3	NC_032091.1	1755737	1757161	+	3638456	ABD1	CAALFM_C307710WA	XP_719815.1	474	mRNA (guanine-N7)-methyltransferase
3	NC_032091.1	1761811	1763016	+	3638454	WOR4	CAALFM_C307730WA	XP_719813.1	401	Wor4p
3	NC_032091.1	1763210	1765186	+	3638453	-	CAALFM_C307740WA	XP_719812.1	658	hypothetical protein CAALFM_C307740WA
3	NC_032091.1	1765306	1766643	+	3638451	UTP9	CAALFM_C307750WA	XP_719810.1	445	Utp9p
3	NC_032091.1	1766636	1767562	-	3638450	-	CAALFM_C307760CA	XP_719809.1	308	hypothetical protein CAALFM_C307760CA
3	NC_032091.1	1767841	1768743	-	3647457	-	CAALFM_C307770CA	XP_710927.2	301	hypothetical protein CAALFM_C307770CA, partial
3	NC_032091.1	1768864	1771416	-	3647458	NUP159	CAALFM_C307780CA	XP_710928.1	850	FG-nucleoporin
3	NC_032091.1	1772206	1773213	+	3647459	STD1	CAALFM_C307790WA	XP_710929.1	335	Std1p
3	NC_032091.1	1773215	1773838	-	3647461	-	CAALFM_C307800CA	XP_710931.1	207	hypothetical protein CAALFM_C307800CA
3	NC_032091.1	1773915	1775354	-	3647462	SEC61	CAALFM_C307810CA	XP_710932.1	479	translocon subunit
3	NC_032091.1	1775574	1775900	+	3647463	-	CAALFM_C307820WA	XP_710933.1	108	hypothetical protein CAALFM_C307820WA
3	NC_032091.1	1776048	1777043	+	3647464	FBP1	CAALFM_C307830WA	XP_710934.1	331	fructose 1,6-bisphosphate 1-phosphatase
3	NC_032091.1	1776123	1776815	-	3647465	-	CAALFM_C307840CA	XP_710935.1	230	hypothetical protein CAALFM_C307840CA
3	NC_032091.1	1777118	1778428	+	3647466	-	CAALFM_C307850WA	XP_710936.1	436	hypothetical protein CAALFM_C307850WA
3	NC_032091.1	1778415	1780547	-	3647468	MRR2	CAALFM_C307860CA	XP_710938.1	710	Mrr2p
3	NC_032091.1	1780559	1781017	-	3647470	-	CAALFM_C307880CA	XP_710940.1	152	hypothetical protein CAALFM_C307880CA
3	NC_032091.1	1781080	1781346	+	3647469	TIM8	CAALFM_C307890WA	XP_710939.2	88	protein transporter
3	NC_032091.1	1781343	1782407	-	3647450	-	CAALFM_C307900CA	XP_710942.1	354	hypothetical protein CAALFM_C307900CA
3	NC_032091.1	1782289	1783212	+	3647449	-	CAALFM_C307910WA	XP_710941.1	307	hypothetical protein CAALFM_C307910WA
3	NC_032091.1	1782289	1784314	+	30515226	-	CAALFM_C307920WA	XP_019330894.1	657	hypothetical protein CAALFM_C307920WA
3	NC_032091.1	1783243	1783560	-	3647452	-	CAALFM_C307930CA	XP_710944.1	105	hypothetical protein CAALFM_C307930CA
3	NC_032091.1	1784362	1785075	+	3647453	-	CAALFM_C307940WA	XP_710945.2	237	hypothetical protein CAALFM_C307940WA
3	NC_032091.1	1785089	1786177	-	3647454	SRB1	CAALFM_C307950CA	XP_710946.1	362	mannose-1-phosphate guanylyltransferase
3	NC_032091.1	1787605	1788114	-	3647455	TLO8	CAALFM_C307970CA	XP_710947.1	169	Tlo8p
4	NC_032092.1	983	1660	+	3648051	TLO9	CAALFM_C400010WA	XP_710330.1	225	Tlo9p
4	NC_032092.1	2845	3891	+	3648053	-	CAALFM_C400020WA	XP_710332.2	348	H(+)-transporting V0 sector ATPase subunit d
4	NC_032092.1	3894	4904	-	3648055	-	CAALFM_C400030CA	XP_710334.2	336	hypothetical protein CAALFM_C400030CA
4	NC_032092.1	5033	7435	+	3648056	CNH1	CAALFM_C400040WA	XP_710335.2	800	Cnh1p
4	NC_032092.1	7507	8355	+	3648060	-	CAALFM_C400050WA	XP_710339.2	282	hypothetical protein CAALFM_C400050WA
4	NC_032092.1	8369	8995	+	3648061	-	CAALFM_C400060WA	XP_710340.2	208	gamma-glutamylcyclotransferase
4	NC_032092.1	8937	11315	-	3648063	-	CAALFM_C400070CA	XP_710342.2	792	putative zinc metalloprotease
4	NC_032092.1	11383	12630	-	3648065	-	CAALFM_C400080CA	XP_710344.2	415	hypothetical protein CAALFM_C400080CA
4	NC_032092.1	12793	14309	+	3645003	PHR3	CAALFM_C400090WA	XP_019330895.1	487	1,3-beta-glucanosyltransferase
4	NC_032092.1	14306	15706	-	3645004	-	CAALFM_C400100CA	XP_713314.2	466	hypothetical protein CAALFM_C400100CA
4	NC_032092.1	15792	17456	-	3645005	FRP1	CAALFM_C400110CA	XP_713315.2	554	Frp1p
4	NC_032092.1	17803	18462	+	3645006	PGA7	CAALFM_C400120WA	XP_713316.1	219	Pga7p
4	NC_032092.1	19713	20438	+	3645007	RBT5	CAALFM_C400130WA	XP_713317.1	241	Rbt5p
4	NC_032092.1	21178	23694	-	3645025	HIS4	CAALFM_C400140CA	XP_713320.2	838	trifunctional histidinol dehydrogenase/phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase
4	NC_032092.1	23853	25631	-	3645026	PEX5	CAALFM_C400150CA	XP_713321.1	592	Pex5p
4	NC_032092.1	25876	27186	-	3645027	CAR2	CAALFM_C400160CA	XP_713322.2	436	ornithine-oxo-acid transaminase
4	NC_032092.1	27530	27943	+	3645028	-	CAALFM_C400170WA	XP_713323.1	137	hypothetical protein CAALFM_C400170WA
4	NC_032092.1	28147	29691	+	3645029	ECM7	CAALFM_C400180WA	XP_713324.1	514	Ecm7p
4	NC_032092.1	29746	30663	+	3645030	-	CAALFM_C400190WA	XP_713325.1	305	hypothetical protein CAALFM_C400190WA
4	NC_032092.1	30660	31982	-	3645031	MET15	CAALFM_C400200CA	XP_713326.1	440	bifunctional cysteine synthase/O-acetylhomoserine aminocarboxypropyltransferase
4	NC_032092.1	32585	33277	+	3645032	-	CAALFM_C400210WA	XP_713327.1	230	hypothetical protein CAALFM_C400210WA
4	NC_032092.1	33383	34763	-	3645033	SUB2	CAALFM_C400220CA	XP_019330896.1	433	ATP-dependent RNA helicase
4	NC_032092.1	34782	35390	+	3645034	-	CAALFM_C400230WA	XP_713329.1	202	hypothetical protein CAALFM_C400230WA
4	NC_032092.1	35411	36235	-	3645036	PRO3	CAALFM_C400240CA	XP_713331.1	274	pyrroline-5-carboxylate reductase
4	NC_032092.1	35436	35975	+	3645035	-	CAALFM_C400250WA	XP_713330.1	179	hypothetical protein CAALFM_C400250WA
4	NC_032092.1	36910	39081	+	3645037	-	CAALFM_C400260WA	XP_713332.2	723	histone demethylase
4	NC_032092.1	39465	41389	+	3645039	ATP2	CAALFM_C400270WA	XP_019330897.1	504	F1F0 ATP synthase subunit beta
4	NC_032092.1	41651	43041	+	3645040	STE24	CAALFM_C400280WA	XP_019330898.1	445	zinc metalloprotease
4	NC_032092.1	43184	44714	-	3644994	-	CAALFM_C400290CA	XP_019330899.1	434	hypothetical protein CAALFM_C400290CA
4	NC_032092.1	45136	48099	-	3644996	SWI1	CAALFM_C400300CA	XP_713338.1	987	Swi1p
4	NC_032092.1	48304	49311	-	3644997	MNN10	CAALFM_C400310CA	XP_713339.1	335	alpha-1,6-mannosyltransferase
4	NC_032092.1	49530	50508	-	3644999	-	CAALFM_C400320CA	XP_019330900.1	302	ubiquitin-protein ligase peroxin 10
4	NC_032092.1	50924	51205	-	30515227	-	CAALFM_C400330CA	XP_019330901.1	93	F1F0 ATP synthase subunit e
4	NC_032092.1	51516	52568	+	3645000	PTC7	CAALFM_C400340WA	XP_713342.2	350	type 2C protein phosphatase
4	NC_032092.1	52677	54014	+	3645001	PEP7	CAALFM_C400350WA	XP_713343.1	445	Pep7p
4	NC_032092.1	54076	55311	-	3645002	RCH1	CAALFM_C400360CA	XP_713344.1	411	Rch1p
4	NC_032092.1	56577	58400	+	3645014	HOF1	CAALFM_C400370WA	XP_713345.1	607	formin-binding protein
4	NC_032092.1	58581	59564	+	3645015	-	CAALFM_C400380WA	XP_713346.2	327	D-arabinose 1-dehydrogenase (NAD(P)(+))
4	NC_032092.1	59710	60150	+	3645016	-	CAALFM_C400390WA	XP_713347.1	146	chromatin-binding transcription coactivator
4	NC_032092.1	60939	63332	+	3645017	MNR2	CAALFM_C400400WA	XP_713348.1	797	putative Mg(2+) transporter
4	NC_032092.1	63553	64113	+	3645019	-	CAALFM_C400410WA	XP_713350.1	186	hypothetical protein CAALFM_C400410WA
4	NC_032092.1	64264	66699	-	3645021	-	CAALFM_C400420CA	XP_713352.2	811	hypothetical protein CAALFM_C400420CA
4	NC_032092.1	67988	69430	+	3645022	MEP2	CAALFM_C400430WA	XP_713353.1	480	ammonium permease
4	NC_032092.1	69499	71742	-	3645008	OPT7	CAALFM_C400440CA	XP_713354.2	747	Opt7p
4	NC_032092.1	72788	73540	-	3645009	PGA10	CAALFM_C400450CA	XP_713355.2	250	Pga10p
4	NC_032092.1	74264	77572	-	3645010	-	CAALFM_C400460CA	XP_713356.2	1102	translocase
4	NC_032092.1	78356	80167	-	3645011	-	CAALFM_C400470CA	XP_713357.1	603	hypothetical protein CAALFM_C400470CA
4	NC_032092.1	81574	83547	+	3645012	DUR4	CAALFM_C400480WA	XP_713358.1	657	Dur4p
4	NC_032092.1	84041	85630	+	3645013	-	CAALFM_C400490WA	XP_713359.2	529	hypothetical protein CAALFM_C400490WA
4	NC_032092.1	86313	89231	+	3648379	-	CAALFM_C400500WA	XP_710021.2	972	ubiquitin-ubiquitin ligase
4	NC_032092.1	89384	90013	-	3645748	RLP24	CAALFM_C400510CA	XP_712645.1	209	ATPase-activating ribosome biosynthesis protein
4	NC_032092.1	90446	90919	+	3645747	PAM18	CAALFM_C400520WA	XP_712644.1	157	Pam18p
4	NC_032092.1	91405	92481	-	3645746	-	CAALFM_C400530CA	XP_712643.1	358	hypothetical protein CAALFM_C400530CA
4	NC_032092.1	93725	96778	-	3645745	NMD5	CAALFM_C400540CA	XP_712642.1	1017	Nmd5p
4	NC_032092.1	97569	98888	-	3645744	-	CAALFM_C400560CA	XP_712641.2	439	ERMES complex subunit
4	NC_032092.1	99126	100499	-	3645743	PCT1	CAALFM_C400570CA	XP_712640.1	457	choline-phosphate cytidylyltransferase
4	NC_032092.1	100978	101433	+	3645773	-	CAALFM_C400580WA	XP_712639.2	151	phosphatase
